Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
1138,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,1.62
1139,Kirby Air Ride,GC,2003,Racing,Nintendo,1.62
1140,Sled Storm,PS,1998,Racing,Electronic Arts,1.62
1141,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,1.61
1142,NFL Street 2,PS2,2004,Sports,Electronic Arts,1.61
1143,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,1.61
1144,Baseball,GB,1989,Sports,Nintendo,1.61
1145,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,1.61
1146,Super Mario Strikers,GC,2005,Sports,Nintendo,1.61
1147,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,1.61
1148,SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.61
1149,Far Cry 4,XOne,2014,Shooter,Ubisoft,1.61
1150,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,1.6
1151,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,1.6
1152,Dollar Dash,PS2,2005,Action,Take-Two Interactive,1.6
1153,Far Cry 2,X360,2008,Action,Ubisoft,1.6
1154,F-1 World Grand Prix,N64,1998,Racing,Video System,1.6
1155,River Raid,2600,1981,Shooter,Activision,1.6
1156,Silent Hill,PS,1999,Action,Konami Digital Entertainment,1.6
1157,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,1.6
1158,No Man's Sky,PS4,2016,Action,Hello Games,1.6
1159,Sonic Heroes,GC,2003,Platform,Sega,1.6
1160,ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.59
1161,Diablo,PC,1996,Role-Playing,Activision,1.59
1162,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.59
1163,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,1.59
1164,Devil May Cry 4,PS3,2008,Action,Capcom,1.59
1165,Mario Bros.,2600,1982,Platform,Atari,1.59
1166,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,1.59
1167,SoulCalibur IV,X360,2008,Fighting,Ubisoft,1.59
1168,LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,1.59
1169,NASCAR 2000,PS,1999,Racing,Electronic Arts,1.59
1170,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,1.58
1171,Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,1.58
1172,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,1.58
1173,MySims Kingdom,DS,2008,Simulation,Electronic Arts,1.58
1174,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,1.58
1175,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,1.58
1176,Guitar Hero 5,Wii,2009,Misc,Activision,1.58
1177,High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,1.58
1178,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,1.58
1179,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,1.58
1180,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,1.58
1181,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,1.58
1182,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,1.57
1183,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,1.57
1184,Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,1.57
1185,Mario Party 7,GC,2005,Misc,Nintendo,1.57
1186,Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,1.56
1187,Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,1.56
1188,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.56
1189,Donkey Kong Classics,NES,1988,Platform,Nintendo,1.56
1190,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.56
1191,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,1.56
1192,Final Fight,SNES,1990,Action,Capcom,1.56
1193,Dragon Quest Monsters 2,GB,2001,Role-Playing,Enix Corporation,1.56
1194,Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,1.56
1195,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,1.56
1196,Mafia II,X360,2010,Action,Take-Two Interactive,1.55
1197,Dishonored,PS3,2012,Action,Bethesda Softworks,1.55
1198,Stuntman,PS2,2002,Racing,Atari,1.55
1199,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,1.55
1200,Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,1.55
1201,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,1.55
1202,007: The World is not Enough,N64,2000,Action,Electronic Arts,1.55
1203,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,1.55
1204,Watch Dogs,XOne,2014,Action,Ubisoft,1.55
1205,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,1.55
1206,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,1.55
1207,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55
1208,LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.55
1209,Mario Party 10,WiiU,2015,Misc,Nintendo,1.55
1210,Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.54
1211,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,1.54
1212,Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,1.54
1213,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,1.54
1214,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,1.54
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.54
1216,Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios,1.54
1217,MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.54
1218,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,1.54
1219,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,1.53
1220,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,1.53
1221,MySims Kingdom,Wii,2008,Simulation,Electronic Arts,1.53
1222,The Simpsons Game,DS,2007,Action,Electronic Arts,1.53
1223,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.53
1224,NFL GameDay 99,PS,1998,Sports,989 Studios,1.53
1225,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision,1.53
1226,FIFA 17,XOne,2016,Sports,Electronic Arts,1.53
1227,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.53
1228,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,1.53
1229,Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,1.52
1230,Dead Space 2,X360,2011,Shooter,Electronic Arts,1.52
1231,Sonic Rivals 2,PSP,2007,Racing,Sega,1.52
1232,Knockout Kings,PS,1997,Fighting,Electronic Arts,1.52
1233,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,1.52
1234,NASCAR 98,PS,1996,Racing,Electronic Arts,1.52
1235,F1 Race,NES,1984,Racing,Nintendo,1.52
1236,Xevious,NES,1984,Shooter,Namco Bandai Games,1.52
1237,NASCAR 99,PS,1998,Racing,Electronic Arts,1.52
1238,NBA Live 2000,PS,1998,Sports,Electronic Arts,1.52
1239,Mafia II,PS3,2010,Action,Take-Two Interactive,1.52
1240,Call of Duty 3,PS3,2006,Shooter,Activision,1.52
1241,Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.52
1242,Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,1.51
1243,Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.51
1244,Sonic & Sega All-Stars Racing,Wii,2010,Racing,Sega,1.51
1245,LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,1.51
1246,Football Manager 2012,PC,2011,Sports,Sega,1.51
1247,Puzzle & Dragons,3DS,2013,Role-Playing,GungHo,1.51
1248,Mega Man 2,NES,1988,Action,Capcom,1.51
1249,Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,1.51
1250,NBA Live 98,PS,1997,Sports,Electronic Arts,1.51
1251,The Simpsons Game,PS2,2007,Action,Electronic Arts,1.51
1252,Monopoly,PS,1997,Misc,Hasbro Interactive,1.51
1253,SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,1.5
1254,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,1.5
1255,Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,1.5
1256,Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,Square Enix,1.5
1257,NFL Blitz,PS,1998,Sports,Midway Games,1.5
1258,Red Faction II,PS2,2002,Shooter,THQ,1.5
1259,Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.5
1260,Madden NFL 2001,PS2,2000,Sports,Electronic Arts,1.5
1261,WWF No Mercy,N64,2000,Fighting,THQ,1.5
1262,Ice Climber,NES,1985,Platform,Nintendo,1.5
1263,Sonic CD,SCD,1993,Platform,Sega,1.5
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,1.5
1265,Dead Rising 2,X360,2010,Action,Capcom,1.5
1266,Rock Band 2,PS3,2008,Misc,MTV Games,1.5
1267,Pac-Man World,PS,1998,Action,Namco Bandai Games,1.5
1268,Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1.49
1269,Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,1.49
1270,Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,1.49
1271,Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.49
1272,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,1.49
1273,Banjo-Tooie,N64,2000,Platform,Nintendo,1.49
1274,Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,1.49
1275,007: Quantum of Solace,X360,2008,Action,Activision,1.49
1276,The Sims 3,Wii,2010,Simulation,Electronic Arts,1.49
1277,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,1.48
1278,Bratz: Forever Diamondz,DS,2006,Adventure,THQ,1.48
1279,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,1.48
1280,Nintendo World Cup,NES,1990,Sports,Nintendo,1.48
1281,WWF WrestleMania 2000,N64,1999,Fighting,THQ,1.48
1282,Wario Land II,GB,1997,Platform,Nintendo,1.48
1283,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,1.48
1284,Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,1.48
1285,Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1.48
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,1.48
1287,Imagine: Master Chef,DS,2007,Simulation,Ubisoft,1.47
1288,Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,1.47
1289,SoulCalibur IV,PS3,2008,Fighting,Ubisoft,1.47
1290,Mario Golf,N64,1999,Action,Nintendo,1.47
1291,Disney Princess,GBA,2003,Platform,THQ,1.47
1292,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.47
1293,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,1.47
1294,Chrono Trigger,DS,2008,Role-Playing,Square Enix,1.47
1295,Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,1.47
1296,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,1.47
1297,Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios,1.47
1298,LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,1.47
1299,Xenogears,PS,1998,Role-Playing,SquareSoft,1.46
1300,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.46
1301,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,1.46
1302,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,1.46
1303,Midway Arcade Treasures,PS2,2003,Misc,Midway Games,1.46
1304,Wall-E,DS,2008,Platform,THQ,1.46
1305,Triple Play 99,PS,N/A,Sports,N/A,1.46
1306,Homefront,X360,2011,Shooter,THQ,1.46
1307,Super Monkey Ball,GC,2001,Puzzle,Atari,1.46
1308,Donkey Kong,2600,1981,Platform,Coleco,1.46
1309,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,1.46
1310,Mario Superstar Baseball,GC,2005,Sports,Nintendo,1.46
1311,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,1.46
1312,LEGO Batman 2: DC Super Heroes,Wii,2012,Action,Warner Bros. Interactive Entertainment,1.46
1313,Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,1.46
1314,WCW vs the World,PS,1998,Fighting,THQ,1.46
1315,SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,1.46
1316,LEGO City Undercover,3DS,2013,Platform,Nintendo,1.46
1317,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,1.45
1318,Diablo III,X360,2013,Role-Playing,Activision,1.45
1319,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,1.45
1320,BioShock,PS3,2008,Shooter,Take-Two Interactive,1.45
1321,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,1.45
1322,Anno 2070,PC,2011,Strategy,Ubisoft,1.45
1323,Resident Evil: Outbreak,PS2,2003,Action,Capcom,1.45
1324,Smarty Pants,Wii,2007,Misc,Electronic Arts,1.45
1325,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,1.45
1326,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,1.45
1327,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,1.45
1328,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,1.45
1329,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.45
1330,Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,1.45
1331,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,1.45
1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.45
1333,My Word Coach,DS,2007,Misc,Ubisoft,1.45
1334,Hello Kitty Party,DS,2007,Misc,Rising Star Games,1.44
1335,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,1.44
1336,Sonic Rivals,PSP,2006,Racing,Sega,1.44
1337,SimCity (2013),PC,2013,Simulation,Electronic Arts,1.44
1338,Kirby Super Star,SNES,1996,Platform,Nintendo,1.44
1339,Far Cry 4,PS3,2014,Shooter,Ubisoft,1.44
1340,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,1.44
1341,Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,1.44
1342,Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.44
1343,Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,1.44
1344,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.44
1345,Dead Space 2,PS3,2011,Shooter,Electronic Arts,1.44
1346,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.44
1347,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,1.43
1348,Disney Infinity,X360,2013,Action,Disney Interactive Studios,1.43
1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,1.43
1350,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,1.43
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,1.43
1352,Disney's DuckTales,GB,1988,Platform,Capcom,1.43
1353,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,1.43
1354,Triple Play 2000,PS,1999,Sports,Electronic Arts,1.43
1355,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,1.42
1356,Cabela's Big Game Hunter,PS2,2002,Sports,Activision,1.42
1357,UFC Undisputed 2010,PS3,2010,Fighting,THQ,1.42
1358,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.42
1359,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,1.42
1360,NFL Street,PS2,2004,Sports,Electronic Arts,1.42
1361,Sonic Generations,X360,2011,Platform,Sega,1.42
1362,Super Metroid,SNES,1994,Action,Nintendo,1.42
1363,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,1.42
1364,Dead Space,X360,2008,Action,Electronic Arts,1.42
1365,Resident Evil (Remake),GC,2002,Action,Capcom,1.42
1366,Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,1.42
1367,Tomb Raider (2013),PS4,2014,Action,Square Enix,1.41
1368,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,1.41
1369,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,1.41
1370,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,1.41
1371,LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,1.41
1372,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,1.41
1373,Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.41
1374,Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,1.41
1375,Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,1.41
1376,Metroid: Other M,Wii,2010,Action,Nintendo,1.41
1377,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,1.41
1378,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,1.41
1379,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.41
1380,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,1.41
1381,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,1.4
1382,Spider-Man: The Movie,XB,2002,Action,Activision,1.4
1383,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,1.4
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.4
1385,Far Cry 2,PS3,2008,Action,Ubisoft,1.4
1386,Sonic Advance 3,GBA,2004,Platform,THQ,1.4
1387,Final Fantasy III,NES,1990,Role-Playing,SquareSoft,1.4
1388,Battlefield 4,PC,2013,Shooter,Electronic Arts,1.4
1389,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,1.4
1390,Madden NFL 2002,PS,2001,Sports,Electronic Arts,1.39
1391,Doom (2016),PS4,2016,Shooter,Bethesda Softworks,1.39
1392,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,1.39
1393,Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.39
1394,Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,1.39
1395,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.39
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.39
1397,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,1.39
1398,Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,1.39
1399,WWE '13,PS3,2012,Action,THQ,1.39
1400,Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,1.39
1401,True Crime: Streets of LA,XB,2003,Action,Activision,1.38
1402,The Sims 2,PSP,2005,Simulation,Electronic Arts,1.38
1403,Paper Mario,N64,2000,Role-Playing,Nintendo,1.38
1404,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,1.38
1405,Titanfall,X360,2014,Shooter,Electronic Arts,1.38
1406,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,1.38
1407,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,1.38
1408,Dead Rising 2,PS3,2010,Action,Capcom,1.38
1409,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,1.38
1410,Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,1.38
1411,Gardening Mama,DS,2009,Puzzle,505 Games,1.38
1412,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,1.38
1413,Need for Speed: The Run,X360,2011,Action,Electronic Arts,1.38
1414,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,1.37
1415,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,1.37
1416,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,1.37
1417,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,1.37
1418,Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,1.37
1419,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,1.37
1420,Sonic Colors,DS,2010,Platform,Sega,1.37
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,1.37
1422,LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,1.37
1423,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,1.37
1424,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,1.36
1425,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,1.36
1426,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,1.36
1427,Burnout Paradise,X360,2008,Racing,Electronic Arts,1.36
1428,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,1.36
1429,Gradius,NES,1986,Shooter,Konami Digital Entertainment,1.36
1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,1.36
1431,Centipede,2600,1981,Shooter,Atari,1.36
1432,Yoshi's New Island,3DS,2014,Platform,Nintendo,1.36
1433,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,1.36
1434,Dead to Rights,PS2,2002,Shooter,Electronic Arts,1.36
1435,LEGO Harry Potter: Years 5-7,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.36
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,1.35
1437,Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,1.35
1438,F1 2010,PS3,2010,Racing,Codemasters,1.35
1439,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.35
1440,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,1.35
1441,Namco Museum DS,DS,2007,Misc,Atari,1.35
1442,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,1.35
1443,Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,1.35
1444,Alan Wake,X360,2010,Action,Microsoft Game Studios,1.35
1445,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,1.35
1446,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.35
1447,Samurai Warriors,PS2,2004,Action,Electronic Arts,1.35
1448,The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,1.35
1449,Devil May Cry 4,X360,2008,Action,Capcom,1.35
1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,1.35
1451,Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,1.35
1452,Crysis 2,X360,2011,Action,Electronic Arts,1.35
1453,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,1.35
1454,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,1.35
1455,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,1.35
1456,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,1.35
1457,Test Drive,PS2,2002,Racing,Atari,1.34
1458,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,1.34
1459,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.34
1460,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.34
1461,Doom 3,XB,2005,Shooter,Activision,1.34
1462,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,1.34
1463,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.34
1464,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,1.34
1465,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.34
1466,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.34
1467,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,1.33
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,1.33
1469,Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,1.33
1470,Rage,PS3,2011,Shooter,Bethesda Softworks,1.33
1471,Skylanders SWAP Force,X360,2013,Platform,Activision,1.33
1472,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,1.33
1473,Spider-Man: The Movie,GBA,2002,Action,Activision,1.33
1474,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.33
1475,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,1.33
1476,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,1.33
1477,Triple Play 2001,PS,2000,Sports,Electronic Arts,1.33
1478,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,1.33
1479,UFC Undisputed 2010,X360,2010,Fighting,THQ,1.33
1480,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,1.33
1481,Corvette,PS2,2004,Racing,TDK Mediactive,1.33
1482,Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,1.33
1483,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,1.33
1484,Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,1.32
1485,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,1.32
1486,LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,1.32
1487,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,1.32
1488,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,1.32
1489,Kingdom Hearts II,PS3,2014,Role-Playing,Square Enix,1.32
1490,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,1.32
1491,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,1.32
1492,Gyromite,NES,1985,Puzzle,Nintendo,1.32
1493,NFL 2K3,PS2,2002,Sports,Atari,1.32
1494,Fighting Force,PS,1997,Fighting,Eidos Interactive,1.32
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,1.32
1496,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,1.32
1497,Madden NFL 97,PS,1996,Sports,Electronic Arts,1.32
1498,Cars 2,DS,2011,Racing,Disney Interactive Studios,1.32
1499,Skylanders Giants,X360,2012,Action,Activision,1.32
1500,LEGO Batman: The Videogame,PSP,N/A,Action,Warner Bros. Interactive Entertainment,1.32
1501,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,1.31
1502,IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,1.31
1503,The Beatles: Rock Band,X360,2009,Misc,MTV Games,1.31
1504,Tekken 6,X360,2009,Fighting,Namco Bandai Games,1.31
1505,[Prototype],X360,2009,Action,Activision,1.31
1506,Deal or No Deal,Wii,2009,Misc,Zoo Games,1.31
